robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-6.766,0.029
100.115,0.179,0.0,-4.923,0.09
95.247,0.269,0.0,-3.458,0.0
92.137,0.269,0.0,-10.465,0.0
82.549,0.439,0.0,-14.786,0.0
67.769,0.439,0.0,-11.826,0.0
56.087,0.439,0.0,-11.485,0.0
44.969,0.439,0.0,-7.498,0.0
37.69,0.439,0.0,-2.792,0.003
34.71,0.443,0.0,-2.52,0.154
32.413,0.597,0.0,-5.386,0.0
27.118,0.597,0.0,-8.501,0.363
18.839,0.96,0.0,-15.459,0.0
7.704,0.96,0.117,-12.514,0.0
6.366,0.96,0.213,-6.948,0.174
