robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-4.828,0.0
101.452,0.15,0.0,-6.699,0.0
95.247,0.15,0.0,-5.198,0.119
90.188,0.269,0.0,-5.931,0.13
84.706,0.399,0.0,-4.563,0.104
80.341,0.503,0.0,-4.325,0.0
76.741,0.503,0.064,-4.206,0.197
73.224,0.7,0.046,-2.671,0.0
70.823,0.7,0.08,-2.238,0.0
69.61,0.7,0.071,-0.028,0.1
69.61,0.8,0.0,0.0,0.111
69.61,0.911,0.0,-1.818,0.0
68.385,0.911,0.01,0.0,0.0
68.589,0.911,0.0,-5.634,0.527
64.443,1.438,0.117,-0.962,0.799
