robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-11.196,0.0
98.177,0.15,0.0,-9.423,0.0
88.35,0.15,0.0,-9.356,0.0
80.152,0.15,0.0,-5.763,0.051
74.014,0.201,0.0,-4.918,0.057
69.813,0.258,0.0,-2.371,0.0
68.589,0.258,0.013,-5.542,0.0
64.233,0.258,0.073,-2.191,0.0
62.966,0.258,0.007,-1.93,0.0
61.695,0.258,0.013,0.0,0.0
61.695,0.258,0.0,0.0,0.371
61.695,0.629,0.0,0.0,0.0
61.695,0.629,0.0,0.0,0.572
61.695,1.202,0.0,-19.68,0.487
42.477,1.689,0.065,-15.541,0.707
