robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-12.375,0.032
96.733,0.182,0.0,-13.015,0.055
84.884,0.237,0.0,-9.862,0.0
74.604,0.237,0.0,-7.542,0.117
66.736,0.354,0.0,-6.796,0.0
60.199,0.354,0.0,-6.525,0.087
53.895,0.44,0.0,-4.647,0.0
49.461,0.44,0.0,-4.58,0.0
44.969,0.44,0.0,-15.75,0.0
29.421,0.44,0.0,-16.63,0.97
13.356,1.411,0.0,-16.233,0.082
7.702,1.493,0.159,-11.966,0.0
7.255,1.493,0.68,-13.685,0.0
6.808,1.493,0.187,-16.026,0.0
6.808,1.493,0.68,-12.219,0.0
