robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-22.275,0.243
85.589,0.393,0.0,-9.006,0.0
75.386,0.393,0.0,-24.02,0.0
66.735,0.393,0.0,-21.655,0.562
65.904,0.955,0.0,-12.167,0.0
65.275,0.955,0.318,-7.016,0.929
64.641,1.884,0.438,-5.772,0.0
64.013,1.884,0.701,-3.797,1.023
63.596,2.907,0.317,-12.397,0.066
63.384,2.973,0.989,-13.07,0.043
62.751,3.06,0.225,-12.095,0.034
62.538,3.093,1.311,-9.059,0.006
62.327,3.1,0.892,-9.521,0.018
62.327,3.117,0.891,-7.934,0.0
