robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,0.0,0.0
104.335,0.15,0.0,-0.101,0.239
104.335,0.389,0.0,-5.672,0.0
99.027,0.389,0.0,-4.207,0.0
95.247,0.389,0.0,-1.664,0.227
93.558,0.615,0.0,-3.626,0.0
90.188,0.615,0.0,0.0,0.031
90.188,0.646,0.0,0.0,0.0
90.188,0.646,0.0,-10.594,0.314
79.781,0.961,0.0,-12.538,0.0
67.357,0.961,0.0,-18.727,0.0
49.461,0.961,0.079,-16.317,0.374
34.71,1.335,0.082,-4.489,0.099
33.792,1.434,0.186,-10.936,0.191
33.562,1.625,0.479,-0.639,0.177
