robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-11.746,0.0
97.754,0.15,0.0,-15.636,0.0
85.038,0.15,0.0,-12.449,0.0
74.586,0.15,0.0,-9.716,0.0
67.354,0.15,0.0,-14.527,0.0
67.146,0.15,0.0,-11.505,0.0
66.732,0.15,0.148,-9.813,0.513
63.16,0.663,0.193,-9.203,0.0
62.737,0.663,0.167,-6.129,0.633
62.104,1.296,0.581,-2.667,0.11
62.319,1.407,0.43,0.0,0.0
63.601,1.407,0.154,0.0,0.0
63.601,1.407,0.117,0.0,0.392
63.601,1.799,0.0,0.0,0.22
63.601,2.02,0.0,0.0,0.008
