robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-2.576,0.179
103.363,0.329,0.0,-7.117,0.279
96.296,0.607,0.0,-2.556,0.0
93.869,0.607,0.0,-1.717,0.0
92.614,0.607,0.0,-1.279,0.171
91.656,0.778,0.0,-2.113,0.0
89.691,0.778,0.0,-3.467,0.0
86.461,0.778,0.0,0.0,0.135
86.461,0.913,0.0,-8.84,0.0
77.891,0.913,0.0,-7.093,0.187
71.026,1.1,0.0,-11.487,0.078
63.813,1.178,0.106,-9.416,0.0
62.968,1.178,0.399,-4.781,0.107
62.757,1.286,0.076,-2.933,0.127
62.544,1.413,0.695,-0.112,0.0
