robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-6.771,0.0
100.107,0.15,0.0,-6.091,0.149
94.025,0.299,0.0,-4.025,0.114
89.525,0.413,0.0,-3.74,0.0
86.114,0.413,0.0,-2.868,0.037
83.635,0.449,0.0,-1.931,0.03
82.183,0.479,0.0,-1.797,0.0
80.526,0.479,0.0,0.0,0.0
80.526,0.479,0.0,-8.491,0.103
71.83,0.582,0.0,-13.437,0.129
58.477,0.711,0.0,-2.855,0.084
56.087,0.795,0.0,-10.01,0.0
47.446,0.795,0.102,-5.537,0.026
42.477,0.821,0.035,-9.817,0.331
38.376,1.152,0.165,-5.139,0.203
