robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-13.809,0.202
94.334,0.352,0.0,-4.258,0.0
89.191,0.352,0.0,-12.132,0.0
77.51,0.352,0.0,-10.447,0.0
67.15,0.352,0.0,-4.898,0.0
62.757,0.352,0.0,-12.403,0.521
50.798,0.874,0.051,0.0,0.675
51.021,1.548,0.0,-0.841,0.06
50.798,1.608,0.0,-12.453,0.152
40.886,1.76,0.113,-11.155,0.0
40.202,1.76,0.517,-7.861,0.992
39.517,2.752,0.189,0.0,0.0
40.43,2.752,1.382,-10.898,1.348
38.832,4.101,0.235,-14.227,0.0
38.832,4.101,1.686,-4.147,0.127
