robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.257,0.15,0.0,-5.827,0.107
100.253,0.257,0.0,-6.407,0.032
94.179,0.289,0.0,-5.466,0.0
88.519,0.289,0.0,-3.633,0.057
85.237,0.347,0.0,-5.156,0.02
80.341,0.367,0.0,-2.58,0.136
78.082,0.503,0.0,-2.856,0.0
75.774,0.503,0.0,-3.864,0.0
71.83,0.503,0.0,-19.618,0.996
52.351,1.499,0.0,-16.732,0.254
42.021,1.753,0.0,-17.353,0.0
41.794,1.753,0.555,-23.868,0.374
41.567,2.128,0.535,-2.79,0.656
41.568,2.784,1.055,-2.102,0.042
41.568,2.826,0.745,0.0,0.259
