robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-6.204,0.0
100.523,0.15,0.0,-1.509,0.0
98.887,0.15,0.0,-3.372,0.0
95.701,0.15,0.0,-2.588,0.0
93.403,0.15,0.0,-2.26,0.0
91.332,0.15,0.0,-0.86,0.054
91.007,0.204,0.0,-0.483,0.0
91.007,0.204,0.0,-1.096,0.218
90.188,0.422,0.0,-16.295,0.16
73.62,0.583,0.0,-15.879,0.06
58.909,0.643,0.0,-15.551,0.08
58.044,0.723,0.213,-14.848,0.173
58.044,0.896,0.384,-12.112,0.05
58.044,0.947,0.409,-13.368,0.047
57.826,0.994,0.315,-10.934,0.02
