robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-4.277,0.159
101.456,0.309,0.067,-4.992,0.072
96.884,0.381,0.07,-3.171,0.072
94.023,0.454,0.049,-2.756,0.0
91.652,0.454,0.042,-0.393,0.0
91.492,0.454,0.01,-0.237,0.103
91.492,0.557,0.01,-0.187,0.0
91.652,0.557,0.01,0.0,0.0
91.652,0.557,0.005,-9.258,0.141
82.731,0.697,0.106,-10.862,0.0
72.229,0.697,0.077,-7.669,0.108
65.071,0.806,0.111,-14.214,0.145
52.128,0.95,0.062,-14.501,0.053
37.69,1.003,0.095,-15.791,0.0
34.251,1.003,0.178,-13.821,0.093
