robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-25.761,0.0
90.352,0.15,0.0,-13.521,0.0
78.454,0.15,0.0,-12.487,0.096
68.174,0.246,0.0,-11.365,0.0
66.309,0.246,0.0,-6.912,0.0
66.309,0.246,0.0,-7.986,0.0
66.309,0.246,0.151,-0.768,0.0
66.941,0.246,0.087,-9.056,0.392
63.379,0.639,0.134,-5.04,0.133
63.379,0.772,0.241,-4.609,0.102
62.957,0.873,0.235,-4.292,0.0
63.17,0.873,0.26,-2.562,0.0
62.961,0.873,0.256,-4.212,0.047
62.961,0.92,0.144,-2.26,0.0
62.961,0.92,0.272,-0.985,0.0
