robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-12.278,0.0
97.611,0.15,0.0,-12.599,0.0
87.131,0.15,0.0,-9.174,0.0
78.832,0.15,0.0,-9.428,0.0
70.219,0.15,0.0,-14.549,0.415
55.869,0.565,0.0,-6.084,0.098
50.576,0.663,0.074,-11.194,0.062
40.202,0.725,0.065,-3.534,0.042
37.461,0.766,0.053,-21.699,0.102
34.251,0.869,0.178,-15.315,0.029
34.251,0.897,0.386,-13.15,0.178
34.021,1.075,0.287,-8.627,0.0
34.251,1.075,0.537,-8.813,0.0
34.021,1.075,0.188,-6.683,0.098
34.021,1.173,0.558,-4.096,0.0
