robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-6.464,0.048
98.324,1.251,0.0,0.0,1.059
98.324,2.31,0.0,0.0,0.265
98.324,2.575,0.0,-3.716,0.29
94.64,2.864,0.0,0.0,0.029
94.64,2.894,0.0,-2.535,0.025
92.137,2.919,0.0,-4.64,0.0
87.325,2.919,0.0,-0.383,0.035
87.325,2.954,0.0,-1.3,0.04
86.461,2.994,0.0,-5.493,0.0
81.083,2.994,0.0,0.0,0.0
81.083,2.994,0.0,-3.017,0.133
78.082,3.126,0.0,0.0,0.135
78.082,3.261,0.0,-21.959,0.0
60.198,3.261,0.0,-10.929,0.0
