robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-3.675,0.0
102.606,0.15,0.0,-3.332,0.0
98.746,0.15,0.0,-1.94,0.012
97.322,0.162,0.0,-2.432,0.076
95.247,0.239,0.0,-2.008,0.0
93.559,0.239,0.0,-1.342,0.062
92.772,0.3,0.0,-0.879,0.038
92.454,0.338,0.0,-0.623,0.013
92.454,0.351,0.0,-4.691,0.084
88.009,0.435,0.0,-4.953,0.0
83.454,0.435,0.0,-3.268,0.0
80.526,0.435,0.0,-6.368,0.0
74.604,0.435,0.0,0.0,0.195
74.604,0.63,0.0,-2.847,0.0
71.83,0.63,0.0,-6.182,0.0
65.698,0.63,0.0,-5.135,0.0
60.628,0.63,0.0,-10.183,0.031
50.798,0.661,0.0,-9.804,0.057
41.568,0.718,0.0,-7.3,0.016
35.399,0.734,0.0,-5.284,0.004
31.953,0.739,0.0,-5.55,0.0
31.032,0.739,0.066,-4.3,0.082
31.032,0.82,0.382,-2.572,0.102
31.032,0.923,0.029,-2.673,0.0
31.032,0.923,0.305,-4.775,0.0
