robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-16.509,1.295
88.687,1.445,0.0,-9.707,0.658
78.84,2.103,0.0,-9.163,0.173
69.813,2.276,0.0,-5.443,0.0
64.443,2.276,0.0,-4.074,0.0
60.199,2.276,0.0,-2.0,0.0
59.555,2.276,0.0,-3.421,0.0
56.741,2.276,0.008,-1.5,0.106
56.305,2.381,0.0,-6.453,0.019
50.353,2.401,0.114,-6.215,0.0
44.968,2.401,0.059,-4.494,0.0
40.658,2.401,0.118,-3.336,0.0
37.919,2.401,0.01,-3.093,0.0
35.858,2.401,0.0,-1.708,0.0
36.087,2.401,0.011,-0.241,0.0
