robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.368,0.15,0.0,-11.647,0.061
97.611,0.211,0.0,-10.663,0.065
88.503,0.276,0.0,-5.38,0.024
83.094,0.3,0.0,-8.257,0.072
74.996,0.371,0.0,-5.03,0.0
70.219,0.371,0.0,-0.735,0.068
70.016,0.44,0.0,-3.477,0.0
66.736,0.44,0.0,-1.588,0.093
65.698,0.533,0.0,-8.538,0.0
57.177,0.533,0.0,-4.944,0.223
52.793,0.756,0.0,-7.28,0.0
46.322,0.756,0.108,-7.527,0.0
39.29,0.756,0.097,-7.457,0.108
34.71,0.864,0.106,-6.322,0.0
34.481,0.864,0.318,-6.578,0.0
