robot_state/gripper_position,robot_state/applied_force,robot_state/contact_force,gripper_position,gripper_force
105.477,0.15,0.0,-14.777,0.636
91.007,0.786,0.0,-15.726,0.021
75.58,0.807,0.0,-12.725,0.128
63.179,0.935,0.0,-16.04,0.119
47.67,1.054,0.0,-15.149,0.0
42.25,1.054,0.0,-12.667,0.049
42.022,1.103,0.0,-10.635,0.244
42.25,1.348,0.0,-10.894,0.051
42.25,1.399,0.0,-9.418,0.0
42.25,1.399,0.0,-10.79,0.0
42.022,1.399,0.0,-12.495,0.0
42.25,1.399,0.0,-7.654,0.0
42.25,1.399,0.0,-5.01,0.0
42.25,1.399,0.0,-0.485,0.238
42.705,1.637,0.0,-4.485,0.0
