timestamp,q0,q1,q2,q3,q4,q5,x,y,z,rx,ry,rz,dx,dy,dz,drx,dry,drz,aperture,d_aperture,applied_force,d_applied_force,contact_force,task,img,wrist_img
1726693702.4475327,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,10.63303499981052,0.0,0.08175,0.0,0.0,grasping light green chip,1_1726693702.4658458.jpeg,1_1726693702.4365203.jpeg
1726693702.495415,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,10.63303499981052,0.0,0.08175,0.0,0.0,grasping light green chip,1_1726693702.4658458.jpeg,1_1726693702.5094252.jpeg
1726693702.5570676,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,10.63303499981052,-0.22596780240060355,0.08175,0.0,0.07494765,grasping light green chip,1_1726693702.5380235.jpeg,1_1726693702.5689561.jpeg
1726693702.6330926,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,10.407067197409916,-0.22573671124007433,0.08175,0.0,0.073015074,grasping light green chip,1_1726693702.6649723.jpeg,1_1726693702.6358433.jpeg
1726693702.7253098,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,10.181330486169841,-0.22549970654387863,0.08175,0.0,0.06526685,grasping light green chip,1_1726693702.7310991.jpeg,1_1726693702.7021482.jpeg
1726693702.830972,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,9.955830779625963,-0.6766878027654641,0.08175,0.0,0.03384656428571429,grasping light green chip,1_1726693702.7982152.jpeg,1_1726693702.835304.jpeg
1726693702.9650838,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,9.279142976860498,-0.8996762327984058,0.08175,0.0,0.01563926975308642,grasping light green chip,1_1726693702.9316907.jpeg,1_1726693702.9687908.jpeg
1726693703.1007035,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,8.379466744062093,-0.22395385262848322,0.08175,0.0,0.054059072222222226,grasping light green chip,1_1726693703.0693393.jpeg,1_1726693703.1029255.jpeg
1726693703.235452,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,8.15551289143361,-0.44965483729976086,0.08175,0.0,0.06876569444444444,grasping light green chip,1_1726693703.2649746.jpeg,1_1726693703.2352407.jpeg
1726693703.369577,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,7.705858054133849,-0.6746516626159647,0.08175,0.0,0.07200756111111112,grasping light green chip,1_1726693703.4015384.jpeg,1_1726693703.3700888.jpeg
1726693703.517234,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,7.031206391517884,-0.22310163059955812,0.08175,0.0,0.07524445,grasping light green chip,1_1726693703.5450492.jpeg,1_1726693703.5130787.jpeg
1726693703.6519878,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,6.808104760918326,0.0,0.08175,0.0,0.027271195679012344,grasping light green chip,1_1726693703.6656537.jpeg,1_1726693703.635306.jpeg
1726693703.8005724,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,6.808104760918326,0.0,0.08175,0.0,0.080850404,grasping light green chip,1_1726693703.7998602.jpeg,1_1726693703.769737.jpeg
1726693703.9650435,0.998091,-1.268666,1.828176,-2.618411,-1.313906,-0.388527,-0.203253,-0.558301,0.260444,-2.5969333919411377,0.02569085586741394,3.0355718708099406,0.0,0.0,0.0,0.0,0.0,0.0,6.808104760918326,0.0,0.08175,0.0,0.1449469243801653,grasping light green chip,1_1726693703.932894.jpeg,1_1726693703.9685388.jpeg
